id_produit,nom_produit,marque,categorie,sous_categorie,type_emballage,poids_net,volume,energie_kcal,energie_kj,lipides,acides_gras_satures,acides_gras_mono_insatures,acides_gras_poly_insatures,cholesterol,glucides,sucres,amidon,fibres_alimentaires,proteines,sel,sodium,calcium,fer,magnesium,zinc,vitamine_a,vitamine_c,vitamine_d,vitamine_b1,vitamine_b2,vitamine_b3,vitamine_b6,vitamine_b12,vitamine_e,vitamine_k,omega_3,omega_6,ingredients,additifs,allergenes,certifications,pays_origine,lieu_fabrication,instructions_conservation,mode_preparation,date_expiration,code_barres,site_internet_marque,service_client_contact
1518,Le fruits de mer Auchan,Auchan,Poissons,Fruits de mer,Barquette,1764g,,511.1 kcal,263.1 kJ,20.9g,11.3g,,5.4g,45.0mg,44.1g,34.3g,28.9g,0.8g,1.1g,,312.9mg,315.1mg,7.4mg,95.4mg,4.8mg,887.4µg,,4.6µg,,1.7mg,,,,10.5mg,18.4µg,2.3g,6.9g,"Ingrédient50 (6.3%), Ingrédient50 (42.9%), Ingrédient43 (36.7%)","E500, E150, E110","Sésame, Œufs","Kasher, IGP",Allemagne,Espagne,À conserver au congélateur à -18°C,À cuire 10 minutes à la poêle,5/6/2025,5179874024326,www.auchan.com,contact@auchan.com
1519,Fleury Michon - Standard spécial,Fleury Michon,Sauces,Standard,Pot en verre,,5.3L,242.0 kcal,558.8 kJ,19.0g,9.2g,6.3g,0.3g,96.5mg,,19.6g,,0.5g,1.1g,2.9g,186.7mg,,13.1mg,38.6mg,,633.5µg,18.7mg,7.5µg,,0.1mg,8.6mg,,,,26.9µg,,2.7g,"Ingrédient15 (22.8%), Ingrédient36 (21.1%), Ingrédient7 (2.7%), Ingrédient20 (8.5%), Ingrédient3 (30.0%), Ingrédient21 (39.1%)","E120, E440, E471",Crustacés,AOP,Espagne,Royaume-Uni,À conserver à température ambiante,À décongeler avant consommation,25/1/2025,3052293109361,www.fleurymichon.com,contact@fleurymichon.com
1520,Barilla boeuf,Barilla,Viandes,Boeuf,Boîte métallique,,,441.3 kcal,712.5 kJ,22.8g,17.8g,9.7g,5.1g,90.2mg,,13.3g,28.7g,9.6g,2.2g,,,233.4mg,10.3mg,97.9mg,4.7mg,702.3µg,29.8mg,3.0µg,,1.2mg,,1.1mg,4.5µg,,,1.6g,0.9g,"Ingrédient13 (18.3%), Ingrédient5 (6.4%), Ingrédient28 (22.1%), Ingrédient47 (5.6%), Ingrédient24 (46.4%), Ingrédient42 (25.4%), Ingrédient39 (15.7%)","E102, E120",Moutarde,,Espagne,Grèce,À conserver au réfrigérateur entre 0°C et 4°C,À décongeler avant consommation,11/8/2025,3797607579623,www.barilla.com,contact@barilla.com
1521,Bonduelle standard,Bonduelle,Huiles,Standard,Bouteille plastique,,,309.3 kcal,578.2 kJ,,,14.1g,1.2g,13.4mg,43.0g,16.9g,27.4g,1.0g,18.5g,,262.0mg,272.9mg,,93.6mg,3.7mg,913.1µg,4.7mg,11.4µg,0.6mg,0.0mg,6.6mg,1.9mg,,10.4mg,42.3µg,1.0g,0.8g,"Ingrédient32 (49.1%), Ingrédient16 (4.6%), Ingrédient12 (27.3%), Ingrédient28 (40.1%), Ingrédient15 (18.7%), Ingrédient49 (45.7%), Ingrédient10 (47.3%), Ingrédient44 (31.8%)","E306, E160, E102, E150","Fruits à coque, Moutarde",Label Rouge,Grèce,Royaume-Uni,À conserver dans un endroit frais et sec,À décongeler avant consommation,8/11/2025,3059538486359,www.bonduelle.com,contact@bonduelle.com
1522,Le standard Panzani,Panzani,Pâtes,Standard,Film plastique,205g,,171.6 kcal,2360.0 kJ,,10.4g,6.4g,0.0g,65.4mg,19.2g,8.6g,11.9g,2.2g,24.3g,,199.2mg,190.7mg,0.7mg,6.4mg,2.2mg,,86.0mg,13.0µg,0.7mg,1.0mg,16.0mg,,1.1µg,7.2mg,3.7µg,1.1g,4.4g,"Ingrédient19 (42.4%), Ingrédient49 (41.1%), Ingrédient11 (10.4%), Ingrédient10 (44.3%), Ingrédient29 (27.5%), Ingrédient47 (22.6%), Ingrédient7 (10.2%), Ingrédient13 (23.1%), Ingrédient31 (13.5%), Ingrédient7 (10.0%), Ingrédient31 (32.1%), Ingrédient31 (45.4%)","E160, E415, E306",Céleri,,Espagne,Allemagne,À conserver au congélateur à -18°C,Prêt à consommer,23/8/2025,3027862838348,www.panzani.com,contact@panzani.com
1523,Le truite Lidl,Lidl,Poissons,Truite,Barquette,,,,2231.0 kJ,34.1g,10.4g,8.1g,,65.6mg,80.0g,26.8g,28.8g,2.9g,13.5g,3.6g,876.1mg,441.8mg,,42.9mg,3.9mg,875.4µg,77.1mg,9.8µg,0.8mg,0.8mg,9.8mg,1.8mg,0.6µg,2.0mg,41.4µg,1.6g,5.5g,"Ingrédient32 (36.3%), Ingrédient24 (21.3%), Ingrédient13 (41.9%), Ingrédient5 (18.4%), Ingrédient49 (22.2%), Ingrédient33 (7.5%), Ingrédient24 (1.0%), Ingrédient31 (20.5%), Ingrédient35 (47.7%)","E306, E100, E440","Céleri, Soja",Sans gluten,Pays-Bas,Espagne,À conserver dans un endroit frais et sec,À réchauffer 3 minutes au micro-ondes,13/4/2025,7709383043130,www.lidl.com,contact@lidl.com
1524,Le standard Barilla,Barilla,Soupes,Standard,Barquette sous vide,,,367.3 kcal,2120.6 kJ,16.5g,15.0g,0.5g,5.8g,8.9mg,29.8g,31.2g,28.7g,6.9g,29.5g,0.8g,190.4mg,490.9mg,2.0mg,17.3mg,,,84.0mg,3.5µg,,1.5mg,8.6mg,1.9mg,,0.9mg,2.8µg,1.2g,2.3g,"Ingrédient24 (12.0%), Ingrédient12 (27.2%), Ingrédient30 (34.3%), Ingrédient3 (26.9%), Ingrédient45 (24.2%)",,Arachide,,France,Italie,À conserver à température ambiante,À diluer dans de l'eau,9/4/2025,3228442013140,www.barilla.com,contact@barilla.com
1525,Standard Danone tradition,Danone,Épices,Standard,Boîte carton,,1.6L,,,21.6g,7.4g,4.5g,2.9g,,74.7g,17.5g,1.0g,4.9g,15.4g,2.6g,98.0mg,135.6mg,13.6mg,81.7mg,4.2mg,102.6µg,,0.4µg,0.5mg,1.3mg,,0.5mg,,13.0mg,37.2µg,,9.1g,"Ingrédient7 (17.6%), Ingrédient30 (27.5%), Ingrédient27 (38.2%), Ingrédient5 (39.2%), Ingrédient45 (26.9%), Ingrédient19 (5.2%), Ingrédient48 (10.0%)",,"Sésame, Poisson, Soja",Label Rouge,France,France,À conserver dans un endroit frais et sec,À cuire 10 minutes à la poêle,17/12/2025,6216994841266,www.danone.com,contact@danone.com
1526,Le blé Kellogg's,Kellogg's,Céréales,Blé,Boîte carton,1322g,,,2209.1 kJ,32.0g,,10.7g,,,10.3g,10.8g,,8.8g,15.2g,3.8g,488.4mg,148.9mg,1.4mg,28.6mg,2.0mg,,17.1mg,13.3µg,1.2mg,0.2mg,11.4mg,1.5mg,,4.7mg,27.8µg,0.7g,6.2g,"Ingrédient39 (37.4%), Ingrédient16 (8.3%), Ingrédient25 (1.4%), Ingrédient11 (33.5%), Ingrédient46 (18.9%), Ingrédient39 (38.0%), Ingrédient32 (2.1%), Ingrédient1 (45.3%), Ingrédient39 (25.7%), Ingrédient24 (39.4%), Ingrédient36 (34.3%), Ingrédient7 (19.2%)",,Fruits à coque,"AB, Végan",Belgique,Royaume-Uni,À conserver au congélateur à -18°C,Prêt à consommer,19/3/2025,1167293898140,www.kellogg's.com,contact@kellogg's.com
1527,Heinz standard premium,Heinz,Pâtisseries,Standard,Boîte carton,317g,,,912.1 kJ,8.6g,3.7g,4.3g,9.7g,94.0mg,,11.5g,15.2g,9.3g,1.9g,1.1g,338.5mg,97.5mg,,11.4mg,4.0mg,339.6µg,,11.6µg,0.8mg,0.4mg,,0.6mg,,8.3mg,79.4µg,2.3g,8.6g,"Ingrédient17 (24.8%), Ingrédient42 (24.3%), Ingrédient7 (14.7%), Ingrédient14 (21.3%), Ingrédient30 (44.5%), Ingrédient2 (48.0%), Ingrédient21 (43.0%), Ingrédient38 (38.6%), Ingrédient41 (18.5%), Ingrédient28 (3.7%), Ingrédient1 (39.8%)","E202, E102, E300, E500, E100",,"AB, AB",Portugal,Portugal,À conserver au réfrigérateur entre 0°C et 4°C,À réchauffer 3 minutes au micro-ondes,13/11/2025,7208230793940,www.heinz.com,contact@heinz.com
1528,Lu sardine premium,Lu,Poissons,Sardine,Barquette,587g,,347.2 kcal,1645.7 kJ,,14.2g,2.2g,,9.0mg,60.9g,10.8g,27.5g,8.3g,20.3g,,440.0mg,161.1mg,3.0mg,22.5mg,3.4mg,,,5.3µg,1.2mg,1.4mg,,1.3mg,2.7µg,5.3mg,69.5µg,3.0g,3.5g,"Ingrédient8 (36.1%), Ingrédient44 (49.5%), Ingrédient42 (31.9%), Ingrédient37 (44.3%), Ingrédient2 (20.7%), Ingrédient16 (25.3%), Ingrédient18 (23.6%), Ingrédient15 (30.7%), Ingrédient3 (29.6%)","E120, E500","Crustacés, Arachide, Lupin",IGP,Suisse,Italie,À conserver à l'abri de la lumière et de l'humidité,À cuire 20 minutes au four à 180°C,15/5/2025,7962813259101,www.lu.com,contact@lu.com
1529,Bonduelle avoine,Bonduelle,Céréales,Avoine,Boîte carton,493g,,69.5 kcal,2089.4 kJ,0.2g,,7.6g,4.8g,83.7mg,1.2g,,4.7g,10.0g,13.1g,4.9g,450.9mg,472.1mg,,,2.3mg,922.9µg,35.4mg,8.5µg,0.2mg,0.5mg,0.5mg,1.7mg,0.6µg,,4.7µg,,,"Ingrédient39 (13.7%), Ingrédient45 (14.0%), Ingrédient23 (13.6%), Ingrédient7 (36.3%)",,Lupin,"Halal, Halal",France,Suisse,À conserver à l'abri de la lumière et de l'humidité,À cuire 10 minutes à la poêle,2/6/2025,2659451940488,www.bonduelle.com,contact@bonduelle.com
1530,Biscuits Nestlé tradition,Nestlé,Snacks,Biscuits,Sachet plastique,287g,,440.5 kcal,2438.4 kJ,0.7g,17.8g,2.9g,1.8g,80.2mg,68.4g,14.5g,26.7g,,23.8g,4.6g,954.8mg,,8.5mg,,0.1mg,191.9µg,45.1mg,6.1µg,,1.1mg,11.9mg,0.8mg,1.9µg,1.4mg,,2.1g,1.9g,"Ingrédient11 (28.4%), Ingrédient27 (25.1%), Ingrédient18 (34.5%), Ingrédient5 (26.0%)",,,,Allemagne,Allemagne,À conserver au réfrigérateur entre 0°C et 4°C,À cuire 10 minutes à la poêle,14/9/2025,4382222428111,www.nestlé.com,contact@nestlé.com
1531,Fleury Michon standard,Fleury Michon,Pâtisseries,Standard,Boîte carton,932g,,119.2 kcal,,1.8g,13.5g,4.4g,,24.2mg,3.0g,1.0g,15.9g,9.1g,10.7g,4.3g,21.4mg,,11.5mg,52.1mg,2.5mg,444.0µg,67.6mg,,,1.4mg,,1.0mg,3.9µg,3.7mg,,2.7g,,"Ingrédient48 (27.2%), Ingrédient12 (17.8%), Ingrédient19 (48.2%), Ingrédient16 (4.6%), Ingrédient4 (33.5%), Ingrédient44 (3.6%), Ingrédient45 (16.3%), Ingrédient6 (39.3%), Ingrédient26 (3.6%), Ingrédient39 (7.9%)",,"Fruits à coque, Sésame",Kasher,Portugal,Portugal,À conserver au réfrigérateur entre 0°C et 4°C,À décongeler avant consommation,25/2/2025,7407558356135,www.fleurymichon.com,contact@fleurymichon.com
1532,Biscuits Heinz tradition,Heinz,Snacks,Biscuits,Boîte carton,,4.1L,165.2 kcal,,36.3g,,2.6g,7.0g,47.6mg,,,28.2g,14.7g,,4.0g,397.3mg,280.1mg,2.4mg,,0.1mg,489.7µg,,4.3µg,1.7mg,1.4mg,10.2mg,1.7mg,,10.0mg,16.0µg,0.6g,2.9g,"Ingrédient43 (16.8%), Ingrédient29 (44.1%), Ingrédient29 (7.9%), Ingrédient44 (34.5%), Ingrédient19 (14.5%), Ingrédient6 (1.9%), Ingrédient29 (6.4%), Ingrédient7 (32.8%), Ingrédient19 (47.0%), Ingrédient2 (11.4%), Ingrédient28 (38.9%)","E471, E211, E104, E150, E104","Poisson, Céleri",IGP,Grèce,Suisse,À conserver dans un endroit frais et sec,À diluer dans de l'eau,25/9/2025,8301885788113,www.heinz.com,contact@heinz.com
1533,Heinz thé,Heinz,Boissons,Thé,Bouteille verre,,,213.5 kcal,,33.4g,13.7g,13.4g,5.1g,76.4mg,77.8g,,,3.6g,,4.4g,237.2mg,113.9mg,14.7mg,,2.2mg,367.7µg,,13.0µg,1.1mg,1.8mg,,0.7mg,0.3µg,5.0mg,41.6µg,1.5g,,"Ingrédient11 (19.7%), Ingrédient26 (21.8%), Ingrédient40 (44.4%), Ingrédient31 (39.4%)","E101, E110, E211, E160, E306",,"IGP, IGP",Espagne,Italie,À conserver au réfrigérateur entre 0°C et 4°C,À réchauffer 3 minutes au micro-ondes,17/4/2025,4977395538545,www.heinz.com,contact@heinz.com
1534,Standard Cristaline tradition,Cristaline,Sauces,Standard,Bouteille plastique,726g,,256.8 kcal,,,11.5g,,3.8g,71.6mg,56.2g,27.9g,14.2g,14.3g,25.0g,4.4g,,256.7mg,4.5mg,64.5mg,4.1mg,658.1µg,98.6mg,7.1µg,0.9mg,1.5mg,15.8mg,0.3mg,2.5µg,13.3mg,,2.9g,5.3g,"Ingrédient18 (11.7%), Ingrédient34 (28.5%), Ingrédient14 (28.9%), Ingrédient14 (31.4%), Ingrédient43 (47.9%), Ingrédient18 (3.9%), Ingrédient14 (12.8%), Ingrédient49 (45.9%), Ingrédient45 (4.0%), Ingrédient16 (36.0%), Ingrédient33 (35.2%), Ingrédient12 (49.3%), Ingrédient26 (28.0%), Ingrédient9 (47.2%), Ingrédient14 (18.9%)",,"Œufs, Lait, Céleri",,Portugal,Grèce,À conserver à l'abri de la lumière et de l'humidité,Cuire à l'eau bouillante pendant 10 minutes,8/1/2025,3394160412163,www.cristaline.com,contact@cristaline.com
1535,Lidl porc,Lidl,Viandes,Porc,Boîte carton,1443g,,102.7 kcal,715.1 kJ,,12.9g,3.5g,,94.4mg,19.2g,13.3g,26.7g,12.3g,10.1g,2.5g,,,4.4mg,46.6mg,1.2mg,833.8µg,52.5mg,3.8µg,1.2mg,1.1mg,19.9mg,0.6mg,0.3µg,,,1.6g,4.8g,"Ingrédient37 (17.9%), Ingrédient5 (25.8%), Ingrédient35 (48.9%), Ingrédient31 (16.3%), Ingrédient15 (49.9%)","E300, E300, E150, E300",,"Commerce équitable, Commerce équitable",France,Royaume-Uni,À conserver à température ambiante,À cuire 20 minutes au four à 180°C,16/4/2025,8559350190328,www.lidl.com,contact@lidl.com
1536,Fraise Président tradition,Président,Fruits,Fraise,Bouteille plastique,1415g,,146.4 kcal,,6.3g,4.3g,1.6g,,71.0mg,45.2g,,,2.8g,24.8g,2.4g,,472.8mg,3.3mg,59.2mg,2.4mg,386.7µg,48.1mg,0.3µg,1.4mg,1.4mg,2.3mg,,0.8µg,13.6mg,55.0µg,2.9g,5.0g,"Ingrédient5 (39.9%), Ingrédient37 (35.6%), Ingrédient38 (16.8%), Ingrédient5 (12.7%), Ingrédient31 (1.8%), Ingrédient32 (31.8%), Ingrédient14 (10.3%), Ingrédient36 (36.2%), Ingrédient7 (13.2%), Ingrédient41 (49.7%), Ingrédient20 (30.9%), Ingrédient34 (19.5%), Ingrédient9 (34.6%), Ingrédient48 (39.4%), Ingrédient7 (32.2%)","E101, E101, E440, E300, E160",Lait,Végan,France,Portugal,À conserver dans un endroit frais et sec,Cuire à l'eau bouillante pendant 10 minutes,21/5/2025,9787589530799,www.président.com,contact@président.com
1537,Danone - Fruits spécial,Danone,Conserves,Fruits,Film plastique,1411g,,,1062.8 kJ,12.2g,1.5g,3.7g,6.8g,92.6mg,,18.1g,,11.3g,,,,49.4mg,14.1mg,,0.5mg,435.8µg,32.7mg,6.0µg,,,12.1mg,1.1mg,4.5µg,9.4mg,64.4µg,0.9g,2.2g,"Ingrédient9 (41.3%), Ingrédient48 (4.7%), Ingrédient23 (12.0%), Ingrédient13 (1.1%), Ingrédient13 (25.1%), Ingrédient23 (47.9%), Ingrédient11 (49.0%), Ingrédient41 (6.8%), Ingrédient21 (12.3%), Ingrédient19 (11.1%), Ingrédient22 (2.2%), Ingrédient46 (30.6%)","E440, E202, E500, E440","Lait, Sésame, Fruits à coque",,Portugal,Royaume-Uni,À conserver au congélateur à -18°C,À cuire 10 minutes à la poêle,25/7/2025,5861282557148,www.danone.com,contact@danone.com
1538,Poisson Maggi tradition,Maggi,Conserves,Poisson,Bouteille plastique,119g,,476.8 kcal,,,19.5g,1.7g,,85.2mg,,6.3g,5.0g,,7.9g,,479.1mg,,,46.5mg,0.8mg,741.5µg,90.0mg,4.4µg,,0.8mg,,,0.8µg,,1.9µg,0.8g,4.1g,"Ingrédient40 (20.9%), Ingrédient25 (9.3%), Ingrédient40 (1.4%), Ingrédient50 (40.0%), Ingrédient41 (24.7%), Ingrédient24 (5.2%)",,Moutarde,,Espagne,Suisse,À conserver dans un endroit frais et sec,À décongeler avant consommation,10/6/2025,5496933742621,www.maggi.com,contact@maggi.com
1539,Standard Fleury Michon tradition,Fleury Michon,Confiseries,Standard,Pot en verre,1706g,,275.6 kcal,224.2 kJ,38.3g,,,7.0g,58.5mg,33.1g,8.6g,22.7g,,14.6g,1.3g,960.5mg,,7.1mg,,,320.6µg,,,1.6mg,,1.3mg,0.8mg,4.3µg,0.6mg,74.6µg,,3.5g,"Ingrédient22 (14.4%), Ingrédient48 (42.6%), Ingrédient7 (39.3%), Ingrédient28 (43.9%), Ingrédient4 (20.1%), Ingrédient30 (22.4%)",E100,Poisson,Sans gluten,Royaume-Uni,Allemagne,À conserver au réfrigérateur entre 0°C et 4°C,À réchauffer 3 minutes au micro-ondes,9/5/2025,6517829941230,www.fleurymichon.com,contact@fleurymichon.com
1540,Viandes Pepsi tradition,Pepsi,Surgelés,Viandes,Bouteille verre,107g,,256.9 kcal,1091.9 kJ,29.8g,,6.2g,7.7g,43.2mg,,,25.3g,6.9g,26.1g,1.7g,878.4mg,313.3mg,4.2mg,70.7mg,2.1mg,,17.2mg,10.0µg,0.7mg,0.6mg,1.1mg,1.6mg,3.2µg,2.9mg,,1.8g,2.6g,"Ingrédient3 (34.4%), Ingrédient31 (7.2%), Ingrédient49 (17.3%), Ingrédient35 (5.5%), Ingrédient8 (22.6%), Ingrédient31 (1.4%), Ingrédient43 (49.5%), Ingrédient9 (36.8%)","E471, E110, E160, E415, E101","Lait, Crustacés","Kasher, AOP",Grèce,Grèce,À conserver à température ambiante,À cuire 10 minutes à la poêle,3/6/2025,1294794261331,www.pepsi.com,contact@pepsi.com
1541,Kellogg's - Tomate spécial,Kellogg's,Légumes,Tomate,Conserve,,5.9L,263.5 kcal,1434.4 kJ,24.2g,,4.9g,1.4g,83.4mg,20.9g,,,1.1g,,2.9g,602.7mg,73.6mg,2.3mg,,1.6mg,410.7µg,68.7mg,,,1.1mg,,0.5mg,1.3µg,4.5mg,1.0µg,2.9g,4.1g,"Ingrédient32 (2.3%), Ingrédient3 (6.6%), Ingrédient15 (14.8%)","E102, E160, E120",Gluten,"Label Rouge, Sans gluten",Royaume-Uni,Allemagne,À conserver à température ambiante,Prêt à consommer,8/11/2025,9649233480898,www.kellogg's.com,contact@kellogg's.com
1542,Le standard Bonne Maman,Bonne Maman,Pâtes,Standard,Sachet plastique,392g,,125.1 kcal,979.0 kJ,22.7g,9.4g,1.0g,6.0g,67.7mg,31.8g,35.8g,11.6g,11.6g,1.5g,3.8g,730.6mg,,,12.6mg,3.7mg,713.0µg,,,1.5mg,0.3mg,,0.3mg,0.2µg,,5.5µg,2.3g,7.9g,"Ingrédient3 (24.2%), Ingrédient42 (15.0%), Ingrédient39 (16.5%), Ingrédient34 (45.7%), Ingrédient18 (16.3%), Ingrédient1 (44.1%), Ingrédient21 (6.3%), Ingrédient34 (34.9%), Ingrédient40 (6.9%), Ingrédient8 (30.9%), Ingrédient19 (4.0%), Ingrédient6 (15.0%), Ingrédient48 (11.1%)","E101, E500, E150",,,Grèce,Portugal,À conserver dans un endroit frais et sec,À réchauffer 3 minutes au micro-ondes,14/8/2025,1171888666371,www.bonnemaman.com,contact@bonnemaman.com
1543,Le standard Lu,Lu,Confiseries,Standard,Barquette,269g,,239.4 kcal,596.7 kJ,18.5g,6.5g,3.7g,3.9g,63.3mg,,38.4g,,7.6g,3.2g,0.7g,828.9mg,103.8mg,3.0mg,47.1mg,1.5mg,55.7µg,61.8mg,1.5µg,1.1mg,0.9mg,,0.9mg,,9.1mg,12.4µg,2.3g,,"Ingrédient22 (36.2%), Ingrédient18 (41.7%), Ingrédient49 (39.5%), Ingrédient19 (33.8%), Ingrédient41 (5.9%), Ingrédient24 (26.9%)","E160, E300, E471, E150, E500",Fruits à coque,Commerce équitable,France,Portugal,À conserver à l'abri de la lumière et de l'humidité,À décongeler avant consommation,15/5/2025,2236408705709,www.lu.com,contact@lu.com
1544,Légumes Panzani tradition,Panzani,Surgelés,Légumes,Boîte carton,421g,,274.1 kcal,1499.9 kJ,27.6g,4.6g,1.3g,7.0g,31.8mg,71.6g,14.8g,7.8g,9.7g,3.3g,3.8g,217.2mg,34.2mg,,39.4mg,2.5mg,798.9µg,32.5mg,4.1µg,1.5mg,,4.9mg,1.6mg,,1.0mg,,1.4g,0.5g,"Ingrédient49 (32.9%), Ingrédient26 (29.6%), Ingrédient42 (27.0%), Ingrédient19 (39.7%), Ingrédient38 (3.6%), Ingrédient37 (48.9%), Ingrédient34 (23.6%), Ingrédient14 (38.0%), Ingrédient9 (6.0%), Ingrédient20 (15.8%), Ingrédient28 (39.5%), Ingrédient32 (9.2%), Ingrédient46 (33.0%), Ingrédient23 (40.2%), Ingrédient24 (48.6%)","E471, E306, E100, E200, E211",Poisson,"Kasher, Bio",Portugal,Pays-Bas,À conserver à température ambiante,À cuire 10 minutes à la poêle,2/2/2025,4725189849387,www.panzani.com,contact@panzani.com
1545,Standard Pepsi tradition,Pepsi,Confiseries,Standard,Film plastique,,,405.7 kcal,1316.1 kJ,28.1g,11.4g,8.8g,,28.7mg,28.5g,,29.7g,13.9g,0.6g,1.8g,961.7mg,308.1mg,0.9mg,21.9mg,3.9mg,599.2µg,25.9mg,14.5µg,0.7mg,1.0mg,8.5mg,1.7mg,2.4µg,6.0mg,52.3µg,0.1g,4.9g,"Ingrédient1 (6.4%), Ingrédient12 (23.3%), Ingrédient49 (5.9%), Ingrédient3 (36.0%), Ingrédient26 (22.0%), Ingrédient34 (25.5%), Ingrédient19 (19.2%), Ingrédient13 (36.2%)","E102, E202, E104","Céleri, Poisson","Halal, AB",Royaume-Uni,Suisse,À conserver à l'abri de la lumière et de l'humidité,À réchauffer 3 minutes au micro-ondes,8/8/2025,7456460444335,www.pepsi.com,contact@pepsi.com
1546,Danone standard,Danone,Confiseries,Standard,Barquette sous vide,,2.1L,200.8 kcal,1898.8 kJ,7.6g,18.7g,8.9g,,,,7.2g,12.3g,11.1g,29.2g,2.9g,178.2mg,460.2mg,,,1.5mg,173.3µg,31.9mg,0.3µg,1.6mg,,10.7mg,,3.2µg,,68.4µg,0.3g,7.7g,"Ingrédient2 (25.0%), Ingrédient48 (40.0%), Ingrédient14 (42.1%), Ingrédient32 (48.8%), Ingrédient17 (9.5%), Ingrédient30 (36.5%), Ingrédient19 (19.3%), Ingrédient48 (43.2%)",E104,Œufs,"Végan, IGP",Grèce,Royaume-Uni,À conserver à l'abri de la lumière et de l'humidité,À réchauffer 3 minutes au micro-ondes,16/6/2025,3609915099463,www.danone.com,contact@danone.com
1547,Le crème Fleury Michon,Fleury Michon,Produits laitiers,Crème,Boîte carton,,,72.8 kcal,,26.0g,14.9g,4.8g,3.5g,36.3mg,11.2g,28.2g,8.8g,1.1g,22.5g,,389.5mg,217.2mg,,53.5mg,4.4mg,252.3µg,16.9mg,,1.9mg,1.0mg,8.6mg,1.8mg,5.0µg,7.6mg,64.7µg,1.4g,2.4g,"Ingrédient20 (3.7%), Ingrédient48 (45.2%), Ingrédient37 (31.6%), Ingrédient9 (48.4%), Ingrédient1 (36.7%), Ingrédient37 (8.6%)",E306,Céleri,"Bio, AOP",Grèce,Espagne,À conserver à température ambiante,À diluer dans de l'eau,19/11/2025,1460895471524,www.fleurymichon.com,contact@fleurymichon.com
1548,Beurre Pepsi tradition,Pepsi,Produits laitiers,Beurre,Boîte carton,256g,,498.0 kcal,2117.7 kJ,,,0.7g,1.1g,23.3mg,1.9g,23.9g,,3.0g,29.9g,4.9g,,365.0mg,11.4mg,33.3mg,,,68.0mg,3.1µg,1.3mg,1.7mg,16.6mg,1.2mg,2.6µg,6.9mg,79.2µg,1.2g,,"Ingrédient14 (38.3%), Ingrédient45 (43.5%), Ingrédient41 (4.4%), Ingrédient41 (2.2%), Ingrédient15 (23.9%), Ingrédient49 (21.5%), Ingrédient15 (37.6%), Ingrédient34 (29.5%), Ingrédient37 (15.7%), Ingrédient12 (2.2%)","E330, E211, E471, E200","Crustacés, Céleri",,Pays-Bas,France,À conserver dans un endroit frais et sec,À réchauffer 3 minutes au micro-ondes,26/5/2025,7322642627612,www.pepsi.com,contact@pepsi.com
1549,Carrefour poulet,Carrefour,Viandes,Poulet,Barquette,680g,,504.5 kcal,1190.1 kJ,37.9g,5.2g,1.5g,7.5g,,,6.7g,10.8g,11.1g,15.8g,,820.0mg,469.2mg,0.7mg,85.6mg,0.0mg,,83.5mg,0.7µg,1.2mg,,15.9mg,1.1mg,4.5µg,6.4mg,,1.3g,1.2g,"Ingrédient32 (18.0%), Ingrédient8 (27.6%), Ingrédient30 (11.6%), Ingrédient19 (23.3%), Ingrédient29 (13.8%), Ingrédient3 (22.9%), Ingrédient13 (18.6%), Ingrédient30 (23.2%), Ingrédient21 (15.3%), Ingrédient45 (7.2%), Ingrédient7 (28.9%), Ingrédient44 (31.5%), Ingrédient32 (16.5%), Ingrédient4 (6.5%)",E300,Céleri,,France,Suisse,À conserver à température ambiante,À diluer dans de l'eau,11/11/2025,7660444818607,www.carrefour.com,contact@carrefour.com
1550,Panzani - Standard spécial,Panzani,Fromages,Standard,Film plastique,866g,,321.1 kcal,749.1 kJ,3.9g,14.2g,0.9g,,51.2mg,74.9g,15.5g,28.6g,1.1g,27.4g,1.6g,,215.4mg,9.7mg,0.9mg,4.3mg,727.3µg,46.0mg,,1.8mg,0.9mg,17.7mg,,,4.1mg,,0.7g,3.2g,"Ingrédient9 (14.1%), Ingrédient32 (47.5%), Ingrédient49 (35.8%), Ingrédient11 (14.5%), Ingrédient26 (46.0%), Ingrédient12 (21.9%), Ingrédient20 (30.0%), Ingrédient40 (3.1%), Ingrédient48 (18.6%), Ingrédient5 (18.9%), Ingrédient3 (7.5%), Ingrédient17 (27.6%), Ingrédient35 (16.9%), Ingrédient47 (24.1%), Ingrédient45 (24.9%)","E101, E306, E150, E101, E330","Œufs, Sésame, Soja",,Italie,Suisse,À conserver à température ambiante,Cuire à l'eau bouillante pendant 10 minutes,1/8/2025,1894185201884,www.panzani.com,contact@panzani.com
